anchor,positive,negative
Plucked string instrument,Tapping (guitar technique),Mellotron
Plucked string instrument,Tapping (guitar technique),Harpsichord
Plucked string instrument,Tapping (guitar technique),Drum kit
Plucked string instrument,Tapping (guitar technique),Drum machine
Plucked string instrument,Tapping (guitar technique),Drum
Plucked string instrument,Tapping (guitar technique),Snare drum
Plucked string instrument,Tapping (guitar technique),Rimshot
Plucked string instrument,Tapping (guitar technique),Drum roll
Plucked string instrument,Tapping (guitar technique),Bass drum
Plucked string instrument,Tapping (guitar technique),Timpani
Plucked string instrument,Tapping (guitar technique),Tabla
Plucked string instrument,Tapping (guitar technique),Cymbal
Plucked string instrument,Tapping (guitar technique),Hi-hat
Plucked string instrument,Tapping (guitar technique),Crash cymbal
Plucked string instrument,Tapping (guitar technique),Cowbell
Plucked string instrument,Tapping (guitar technique),Wood block
Plucked string instrument,Tapping (guitar technique),Tambourine
Plucked string instrument,Tapping (guitar technique),Rattle (instrument)
Plucked string instrument,Tapping (guitar technique),Maraca
Plucked string instrument,Tapping (guitar technique),Gong
Plucked string instrument,Tapping (guitar technique),Tubular bells
Plucked string instrument,Tapping (guitar technique),Mallet percussion
Plucked string instrument,Tapping (guitar technique),"Marimba, xylophone"
Plucked string instrument,Tapping (guitar technique),Glockenspiel
Plucked string instrument,Tapping (guitar technique),Vibraphone
Plucked string instrument,Tapping (guitar technique),Steelpan
Plucked string instrument,Tapping (guitar technique),French horn
Plucked string instrument,Tapping (guitar technique),Trumpet
Plucked string instrument,Tapping (guitar technique),Trombone
Plucked string instrument,Tapping (guitar technique),Cornet
Plucked string instrument,Tapping (guitar technique),Bugle
Plucked string instrument,Tapping (guitar technique),String section
Plucked string instrument,Tapping (guitar technique),"Violin, fiddle"
Plucked string instrument,Tapping (guitar technique),Pizzicato
Plucked string instrument,Tapping (guitar technique),Cello
Plucked string instrument,Tapping (guitar technique),Double bass
Plucked string instrument,Tapping (guitar technique),Flute
Plucked string instrument,Tapping (guitar technique),Saxophone
Plucked string instrument,Tapping (guitar technique),Alto saxophone
Plucked string instrument,Tapping (guitar technique),Soprano saxophone
Plucked string instrument,Tapping (guitar technique),Clarinet
Plucked string instrument,Tapping (guitar technique),Oboe
Plucked string instrument,Tapping (guitar technique),Bassoon
Plucked string instrument,Tapping (guitar technique),Church bell
Plucked string instrument,Tapping (guitar technique),Cowbell
Plucked string instrument,Tapping (guitar technique),Jingle bell
Plucked string instrument,Tapping (guitar technique),Bicycle bell
Plucked string instrument,Tapping (guitar technique),Tuning fork
Plucked string instrument,Tapping (guitar technique),Chime
Plucked string instrument,Tapping (guitar technique),Wind chime
Plucked string instrument,Tapping (guitar technique),Change ringing (campanology)
Plucked string instrument,Strum,Piano
Plucked string instrument,Strum,Electric piano
Plucked string instrument,Strum,Clavinet
Plucked string instrument,Strum,Rhodes piano
Plucked string instrument,Strum,Organ
Plucked string instrument,Strum,Electric organ
Plucked string instrument,Strum,Hammond organ
Plucked string instrument,Strum,Synthesizer
Plucked string instrument,Strum,Sampler
Plucked string instrument,Strum,Mellotron
Plucked string instrument,Strum,Harpsichord
Plucked string instrument,Strum,Drum kit
Plucked string instrument,Strum,Drum machine
Plucked string instrument,Strum,Drum
Plucked string instrument,Strum,Snare drum
Plucked string instrument,Strum,Rimshot
Plucked string instrument,Strum,Drum roll
Plucked string instrument,Strum,Bass drum
Plucked string instrument,Strum,Timpani
Plucked string instrument,Strum,Tabla
Plucked string instrument,Strum,Cymbal
Plucked string instrument,Strum,Hi-hat
Plucked string instrument,Strum,Crash cymbal
Plucked string instrument,Strum,Cowbell
Plucked string instrument,Strum,Wood block
Plucked string instrument,Strum,Tambourine
Plucked string instrument,Strum,Rattle (instrument)
Plucked string instrument,Strum,Maraca
Plucked string instrument,Strum,Gong
Plucked string instrument,Strum,Tubular bells
Plucked string instrument,Strum,Mallet percussion
Plucked string instrument,Strum,"Marimba, xylophone"
Plucked string instrument,Strum,Glockenspiel
Plucked string instrument,Strum,Vibraphone
Plucked string instrument,Strum,Steelpan
Plucked string instrument,Strum,French horn
Plucked string instrument,Strum,Trumpet
Plucked string instrument,Strum,Trombone
Plucked string instrument,Strum,Cornet
Plucked string instrument,Strum,Bugle
Plucked string instrument,Strum,String section
Plucked string instrument,Strum,"Violin, fiddle"
Plucked string instrument,Strum,Pizzicato
Plucked string instrument,Strum,Cello
Plucked string instrument,Strum,Double bass
Plucked string instrument,Strum,Flute
Plucked string instrument,Strum,Saxophone
Plucked string instrument,Strum,Alto saxophone
Plucked string instrument,Strum,Soprano saxophone
Plucked string instrument,Strum,Clarinet
Plucked string instrument,Strum,Oboe
Plucked string instrument,Strum,Bassoon
Plucked string instrument,Strum,Church bell
Plucked string instrument,Strum,Cowbell
Plucked string instrument,Strum,Jingle bell
Plucked string instrument,Strum,Bicycle bell
Plucked string instrument,Strum,Tuning fork
Plucked string instrument,Strum,Chime
Plucked string instrument,Strum,Wind chime
Plucked string instrument,Strum,Change ringing (campanology)
Plucked string instrument,Banjo,Tapping (guitar technique)
Plucked string instrument,Banjo,Strum
Plucked string instrument,Banjo,Keyboard (musical)
Plucked string instrument,Banjo,Piano
Plucked string instrument,Banjo,Electric piano
Plucked string instrument,Banjo,Clavinet
Plucked string instrument,Banjo,Rhodes piano
Plucked string instrument,Banjo,Organ
Plucked string instrument,Banjo,Electric organ
Plucked string instrument,Banjo,Hammond organ
Plucked string instrument,Banjo,Synthesizer
Plucked string instrument,Banjo,Sampler
Plucked string instrument,Banjo,Mellotron
Plucked string instrument,Banjo,Harpsichord
Plucked string instrument,Banjo,Percussion
Plucked string instrument,Banjo,Drum kit
Plucked string instrument,Banjo,Drum machine
Plucked string instrument,Banjo,Drum
Plucked string instrument,Banjo,Snare drum
Plucked string instrument,Banjo,Rimshot
Plucked string instrument,Banjo,Drum roll
Plucked string instrument,Banjo,Bass drum
Plucked string instrument,Banjo,Timpani
Plucked string instrument,Banjo,Tabla
Plucked string instrument,Banjo,Cymbal
Plucked string instrument,Banjo,Hi-hat
Plucked string instrument,Banjo,Crash cymbal
Plucked string instrument,Banjo,Cowbell
Plucked string instrument,Banjo,Wood block
Plucked string instrument,Banjo,Tambourine
Plucked string instrument,Banjo,Rattle (instrument)
Plucked string instrument,Banjo,Maraca
Plucked string instrument,Banjo,Gong
Plucked string instrument,Banjo,Tubular bells
Plucked string instrument,Banjo,Mallet percussion
Plucked string instrument,Banjo,"Marimba, xylophone"
Plucked string instrument,Banjo,Glockenspiel
Plucked string instrument,Banjo,Vibraphone
Plucked string instrument,Banjo,Steelpan
Plucked string instrument,Banjo,Orchestra
Plucked string instrument,Banjo,Brass Instrument
Plucked string instrument,Banjo,French horn
Plucked string instrument,Banjo,Trumpet
Plucked string instrument,Banjo,Trombone
Plucked string instrument,Banjo,Cornet
Plucked string instrument,Banjo,Bugle
Plucked string instrument,Banjo,Bowed string instrument
Plucked string instrument,Banjo,String section
Plucked string instrument,Banjo,"Violin, fiddle"
Plucked string instrument,Banjo,Pizzicato
Plucked string instrument,Banjo,Cello
Plucked string instrument,Banjo,Double bass
Plucked string instrument,Banjo,"Wind instrument, woodwind instrument"
Plucked string instrument,Banjo,Flute
Plucked string instrument,Banjo,Saxophone
Plucked string instrument,Banjo,Alto saxophone
Plucked string instrument,Banjo,Soprano saxophone
Plucked string instrument,Banjo,Clarinet
Plucked string instrument,Banjo,Oboe
Plucked string instrument,Banjo,Bassoon
Plucked string instrument,Banjo,Harp
Plucked string instrument,Banjo,Choir
Plucked string instrument,Banjo,Bell
Plucked string instrument,Banjo,Church bell
Plucked string instrument,Banjo,Cowbell
Plucked string instrument,Banjo,Jingle bell
Plucked string instrument,Banjo,Bicycle bell
Plucked string instrument,Banjo,Tuning fork
Plucked string instrument,Banjo,Chime
Plucked string instrument,Banjo,Wind chime
Plucked string instrument,Banjo,Change ringing (campanology)
Plucked string instrument,Banjo,Harmonica
Plucked string instrument,Banjo,Accordion
Plucked string instrument,Banjo,Bagpipes
Plucked string instrument,Banjo,Didgeridoo
Plucked string instrument,Banjo,Shofar
Plucked string instrument,Banjo,Theremin
Plucked string instrument,Banjo,Singing bowl
Plucked string instrument,Banjo,Musical ensemble
Plucked string instrument,Banjo,Bass (instrument role)
Plucked string instrument,Banjo,Scratching (performance technique)
Plucked string instrument,Sitar,Tapping (guitar technique)
Plucked string instrument,Sitar,Strum
Plucked string instrument,Sitar,Keyboard (musical)
Plucked string instrument,Sitar,Piano
Plucked string instrument,Sitar,Electric piano
Plucked string instrument,Sitar,Clavinet
Plucked string instrument,Sitar,Rhodes piano
Plucked string instrument,Sitar,Organ
Plucked string instrument,Sitar,Electric organ
Plucked string instrument,Sitar,Hammond organ
Plucked string instrument,Sitar,Synthesizer
Plucked string instrument,Sitar,Sampler
Plucked string instrument,Sitar,Mellotron
Plucked string instrument,Sitar,Harpsichord
Plucked string instrument,Sitar,Percussion
Plucked string instrument,Sitar,Drum kit
Plucked string instrument,Sitar,Drum machine
Plucked string instrument,Sitar,Drum
Plucked string instrument,Sitar,Snare drum
Plucked string instrument,Sitar,Rimshot
Plucked string instrument,Sitar,Drum roll
Plucked string instrument,Sitar,Bass drum
Plucked string instrument,Sitar,Timpani
Plucked string instrument,Sitar,Tabla
Plucked string instrument,Sitar,Cymbal
Plucked string instrument,Sitar,Hi-hat
Plucked string instrument,Sitar,Crash cymbal
Plucked string instrument,Sitar,Cowbell
Plucked string instrument,Sitar,Wood block
Plucked string instrument,Sitar,Tambourine
Plucked string instrument,Sitar,Rattle (instrument)
Plucked string instrument,Sitar,Maraca
Plucked string instrument,Sitar,Gong
Plucked string instrument,Sitar,Tubular bells
Plucked string instrument,Sitar,Mallet percussion
Plucked string instrument,Sitar,"Marimba, xylophone"
Plucked string instrument,Sitar,Glockenspiel
Plucked string instrument,Sitar,Vibraphone
Plucked string instrument,Sitar,Steelpan
Plucked string instrument,Sitar,Orchestra
Plucked string instrument,Sitar,Brass Instrument
Plucked string instrument,Sitar,French horn
Plucked string instrument,Sitar,Trumpet
Plucked string instrument,Sitar,Trombone
Plucked string instrument,Sitar,Cornet
Plucked string instrument,Sitar,Bugle
Plucked string instrument,Sitar,Bowed string instrument
Plucked string instrument,Sitar,String section
Plucked string instrument,Sitar,"Violin, fiddle"
Plucked string instrument,Sitar,Pizzicato
Plucked string instrument,Sitar,Cello
Plucked string instrument,Sitar,Double bass
Plucked string instrument,Sitar,"Wind instrument, woodwind instrument"
Plucked string instrument,Sitar,Flute
Plucked string instrument,Sitar,Saxophone
Plucked string instrument,Sitar,Alto saxophone
Plucked string instrument,Sitar,Soprano saxophone
Plucked string instrument,Sitar,Clarinet
Plucked string instrument,Sitar,Oboe
Plucked string instrument,Sitar,Bassoon
Plucked string instrument,Sitar,Harp
Plucked string instrument,Sitar,Choir
Plucked string instrument,Sitar,Bell
Plucked string instrument,Sitar,Church bell
Plucked string instrument,Sitar,Cowbell
Plucked string instrument,Sitar,Jingle bell
Plucked string instrument,Sitar,Bicycle bell
Plucked string instrument,Sitar,Tuning fork
Plucked string instrument,Sitar,Chime
Plucked string instrument,Sitar,Wind chime
Plucked string instrument,Sitar,Change ringing (campanology)
Plucked string instrument,Sitar,Harmonica
Plucked string instrument,Sitar,Accordion
Plucked string instrument,Sitar,Bagpipes
Plucked string instrument,Sitar,Didgeridoo
Plucked string instrument,Sitar,Shofar
Plucked string instrument,Sitar,Theremin
Plucked string instrument,Sitar,Singing bowl
Plucked string instrument,Sitar,Musical ensemble
Plucked string instrument,Sitar,Bass (instrument role)
Plucked string instrument,Sitar,Scratching (performance technique)
Plucked string instrument,Mandolin,Tapping (guitar technique)
Plucked string instrument,Mandolin,Strum
Plucked string instrument,Mandolin,Keyboard (musical)
Plucked string instrument,Mandolin,Piano
Plucked string instrument,Mandolin,Electric piano
Plucked string instrument,Mandolin,Clavinet
Plucked string instrument,Mandolin,Rhodes piano
Plucked string instrument,Mandolin,Organ
Plucked string instrument,Mandolin,Electric organ
Plucked string instrument,Mandolin,Hammond organ
Plucked string instrument,Mandolin,Synthesizer
Plucked string instrument,Mandolin,Sampler
Plucked string instrument,Mandolin,Mellotron
Plucked string instrument,Mandolin,Harpsichord
Plucked string instrument,Mandolin,Percussion
Plucked string instrument,Mandolin,Drum kit
Plucked string instrument,Mandolin,Drum machine
Plucked string instrument,Mandolin,Drum
Plucked string instrument,Mandolin,Snare drum
